 v-sweep         Vin             Vout           
 1.73340000e+00  1.73340000e+00  5.05740684e-01 
 1.73520000e+00  1.73520000e+00  5.05747532e-01 
 1.73700000e+00  1.73700000e+00  5.05754347e-01 
 1.73880000e+00  1.73880000e+00  5.05761127e-01 
 1.74060000e+00  1.74060000e+00  5.05767874e-01 
 1.74240000e+00  1.74240000e+00  5.05774588e-01 
 1.74420000e+00  1.74420000e+00  5.05781268e-01 
 1.74600000e+00  1.74600000e+00  5.05787916e-01 
 1.74780000e+00  1.74780000e+00  5.05794531e-01 
 1.74960000e+00  1.74960000e+00  5.05801113e-01 
 1.75140000e+00  1.75140000e+00  5.05807663e-01 
 1.75320000e+00  1.75320000e+00  5.05814182e-01 
 1.75500000e+00  1.75500000e+00  5.05820669e-01 
 1.75680000e+00  1.75680000e+00  5.05827124e-01 
 1.75860000e+00  1.75860000e+00  5.05833548e-01 
 1.76040000e+00  1.76040000e+00  5.05839941e-01 
 1.76220000e+00  1.76220000e+00  5.05846303e-01 
 1.76400000e+00  1.76400000e+00  5.05852635e-01 
 1.76580000e+00  1.76580000e+00  5.05858936e-01 
 1.76760000e+00  1.76760000e+00  5.05865207e-01 
 1.76940000e+00  1.76940000e+00  5.05871448e-01 
 1.77120000e+00  1.77120000e+00  5.05877660e-01 
 1.77300000e+00  1.77300000e+00  5.05883842e-01 
 1.77480000e+00  1.77480000e+00  5.05889994e-01 
 1.77660000e+00  1.77660000e+00  5.05896118e-01 
 1.77840000e+00  1.77840000e+00  5.05902212e-01 
 1.78020000e+00  1.78020000e+00  5.05908278e-01 
 1.78200000e+00  1.78200000e+00  5.05914316e-01 
 1.78380000e+00  1.78380000e+00  5.05920325e-01 
 1.78560000e+00  1.78560000e+00  5.05926306e-01 
 1.78740000e+00  1.78740000e+00  5.05932259e-01 
 1.78920000e+00  1.78920000e+00  5.05938184e-01 
 1.79100000e+00  1.79100000e+00  5.05944082e-01 
 1.79280000e+00  1.79280000e+00  5.05949952e-01 
 1.79460000e+00  1.79460000e+00  5.05955795e-01 
 1.79640000e+00  1.79640000e+00  5.05961612e-01 
 1.79820000e+00  1.79820000e+00  5.05967401e-01 
 1.80000000e+00  1.80000000e+00  5.05973164e-01 
